pathway,pval,padj,log2err,ES,NES,size,leadingEdge
BUYTAERT_PHOTODYNAMIC_THERAPY_STRESS_UP,1.39468249805592e-06,0.000395963040129878,0.643551836150722,-0.686680563285836,-1.20680332283239,176,HSPA6|TRAF6|GON4L|SPRY2|RLF|TFPI2|CSNK2A1|TTC17|ZNF442|RCAN1|KLF6|OASL|RNMT|TXNIP|GPR161|BTN2A1|RSF1|ZSCAN5A|ZNF274|NCOA1|RAB6A|PDZD2|RNF38|YPEL5|HECA|KIF3C|CDKN1A|HIVEP1|MXI1|THUMPD2|PIM1|FEM1C|MLF1|NIPBL|ABTB2|FTH1|H2AC6|BET1|RGL1|DYRK3|CBLB|ABCA1|TLE1|PTGS1|ATP6V1C1|CHORDC1|WDR48|HS1BP3|SGPL1|PGM3|RWDD2A|SLC38A7|TSC1|ACVR1B|SRSF11|RGS2|CITED2|PSPH|ZNF84|KDM2A|LOX|ZNF277|SERPINH1|KPNA5|ZNF165|GNAI3|FA2H|HERPUD1|WIPI1|POU2F1
REACTOME_CELL_CYCLE,2.08086862312601e-06,0.000541546059168543,0.627256739718528,-0.722771156900896,-1.25824962508191,92,TUBB4A|CDC16|PPP2R2D|CSNK2A1|GINS3|DCTN2|CEP76|NDC80|CDKN2D|POLR2K|RSF1|NBN|SEH1L|E2F3|CCNE1|PRDM9|ORC3|DYNC1I1|HAUS8|UBE2S|PSMD8|NUP205|CDKN1A|PPP2R1B|PSMA2|NIPBL|H2BC4|H2AC6|TP53BP1|XPO1|BUB1|HAUS7|PRKAR2B|PSMD3|POLD2|H2BC1|PSMF1|ZW10|ORC5|LIN9|NUF2|GAR1|NUP155|DCTN3|NDC1|CDCA8|RAD9A|CHMP4B|GINS2|TUBA1A|TUBA1C
HAMAI_APOPTOSIS_VIA_TRAIL_UP,3.62927215884261e-06,0.000871862842466575,0.627256739718528,-0.691493020499424,-1.21339214337357,151,MYO10|LAYN|SMC6|STX7|RBM17|RLF|TRMT10C|MYCBP2|NDC80|RNMT|SOCS3|RNF145|BASP1|RSF1|ECHDC1|NBN|SUCO|QSER1|TRIM63|ORC3|DYNC1I1|DDX10|RALBP1|SEC62|ATP1B1|SNX2|CAST|NIPBL|BCLAF1|ENOX2|TDRD7|SULT1C2|XPO1|MMD|TAX1BP1|RAMP1|CHORDC1|KIDINS220|AGGF1|L1TD1|RAI14|PRPF38B|CWF19L2|SORL1|PYROXD1|BRIX1|EIF5B|LRRC40|SRSF11|FPGT|NUF2|PDCD10|NRIP1|ZNF146|DEPDC1|SNX13
JOHNSTONE_PARVB_TARGETS_3_DN,5.21919826397773e-06,0.00115859877968553,0.610526878385931,-0.698052797323999,-1.22190322091113,129,CEP128|POGK|HDGFL3|TCP10L|HMGB1P4|RBM17|WDR43|TOMM5|FILIP1|GINS3|CEP76|NDC80|SOCS3|ECHDC1|ZNF274|YES1|FBXO11|JUN|POLH|SUCO|QSER1|SEH1L|MTF2|ZNF670|SNRPC|RALBP1|KCNAB1|PHF6|TRA2A|NOP58|LAMP2|SEC22B|TPRKB|ATP1B1|RAB18|CAST|ELL2|PLPP3|MLF1|MLF1-DT|RBM15|CTPS1|REST|BUB1|EIF1B|CSNK1A1|CYP2U1|PRKAR2B|TAX1BP1|LSM8|KANSL1L|IMMP1L|YAP1|PPT1|DESI2|WDR33|BRIX1|MSH6|NUF2|KLHL20|MELK|FKBP5|MRPS9|C5orf22|CHROMR|NUDT21|CDCA8
KOINUMA_TARGETS_OF_SMAD2_OR_SMAD3,5.56483563729839e-06,0.00115859877968553,0.610526878385931,-0.689523355446866,-1.2101052714404,158,ANO1|MYO10|FKBP1A|PRR15|BLCAP|EXT2|PPP2R2D|FAM86C1P|DSP|TFPI2|ZSCAN25|SSBP3|OSBPL3|PLXNA2|STX6|POGZ|KLF6|SPATS2L|DKK3|RIPK4|GPN1|BNC1|GNG12|NSFL1C|CDKN1A|MIOS|PIM1|THBS1|CAST|ELL2|GPR87|PERP|SMG7|SLC1A3|CTPS1|ARHGEF37|TAX1BP1|RUNX1|TLE1|MAML2|TM4SF1|LPAR1|FAR1|YAP1|SGPL1|AGGF1|BRIX1|ZW10|EDAR|TGFBI|DENND2C|RAP2B|CPNE2|PARP4|ATXN1|HOXA10|PTPRF|TES|RAD9A|AKIRIN2|CHMP4B|EEF2KMT
OISHI_CHOLANGIOMA_STEM_CELL_LIKE_UP,7.71119794972201e-06,0.00150512944981136,0.593325476396405,-0.723701382001672,-1.25925958736066,88,ICE1|POGK|CREB5|GON4L|FARP1|SCYL3|ZNF432|CSNK2A1|ZSCAN16|ZNF222|NRSN2|POGZ|SDHD|C6orf62|SUCO|SEH1L|ZNF177|DDX10|LAMP2|PRLR|HOOK1|PRKAA2|SMG7|CTPS1|DYRK3|RAB3GAP2|TBC1D16|ZNF480|ZNF232|ALDH1B1|PBX3|SDHC|KLHL20|ITPA|TRAPPC4|FBXO17|RRP15|MEGF8|ZNF146|OGFOD1|PTPRF|TBC1D19|ZBTB18
REACTOME_CELL_CYCLE_MITOTIC,9.65631768024363e-06,0.00177392235972946,0.593325476396405,-0.732663608614159,-1.27246060230388,75,TUBB4A|CDC16|PPP2R2D|CSNK2A1|GINS3|DCTN2|CEP76|NDC80|CDKN2D|SEH1L|E2F3|CCNE1|ORC3|DYNC1I1|HAUS8|UBE2S|PSMD8|NUP205|CDKN1A|PPP2R1B|PSMA2|NIPBL|H2BC4|H2AC6|XPO1|BUB1|HAUS7|PRKAR2B|PSMD3|POLD2|H2BC1|PSMF1|ZW10|ORC5|LIN9|NUF2|NUP155|DCTN3|NDC1|CDCA8|CHMP4B|GINS2|TUBA1A|TUBA1C
GARY_CD5_TARGETS_DN,1.35601218155211e-05,0.00222885581209855,0.593325476396405,-0.736202690843293,-1.27737275942185,72,ICE1|ABT1|STX7|MRPS17|TRMT10C|TXNIP|BASP1|SNRPC|NOP58|RBM8A|UMPS|AMD1|TSN|RBMX|MRPL32|BCLAF1|ATP6V1C1|CHORDC1|FAR1|API5|GNL2|PSMF1|PRPF38B|SRSF11|FCGR2B|FPGT|CITED2|CCT6A|AZIN1|GAR1|TRAPPC4|RRP15|CD86
MIKKELSEN_ES_ICP_WITH_H3K4ME3,1.32686992351561e-05,0.00222885581209855,0.593325476396405,-0.677675868035775,-1.19085535426654,173,SERPING1|ZNF416|ZIK1|IRAG2|OR2C1|ASB15|RCN3|TPCN2|EFCAB12|DNAH2|GNG2|UBASH3A|SUMF2|CD247|NRSN2|RYR1|SLC7A3|C1QTNF5|POLR2K|ZNF300|SCN1A|PLA2G2C|DPPA3|TRIM63|SH3BGR|MT3|GDF3|CYP2J2|ARHGEF15|PTER|GMPPA|MEGF10|GIPR|ZNF239|ARMH4|LRRC74B|PLEKHG1|ZNF879|PM20D1|SLC2A10|ANK3|ZNF845|INHBE|KRT72|ENTPD3|SLC38A7|RAI14|CA9|ZNF585B|CWF19L2|CHRNB4|TRIM29|PRSS42P|SPEF1|RECQL5|SAP30BP|CSTPP1|RASGRP4|UNC5CL|SERPINI1|CD99L2|CPQ|WDR24|DENND2C|CHRNG|DGKB|GSTP1|ODAD1|AGPAT4|GSTM4
GRAESSMANN_APOPTOSIS_BY_DOXORUBICIN_UP,1.52193082727817e-05,0.00237649498679486,0.593325476396405,-0.671101459159385,-1.18142407981245,222,RAB11FIP5|KIF17|KCTD12|MSANTD5|BLCAP|FAM32A|SIMC1|IFT27|TOR2A|LRFN1|RCAN1|CLEC4G|OASL|C1QTNF5|AAMDC|RGCC|GGCT|NFKBIE|FAM8A1|QSOX1|TMCC2|NCOA1|YPEL5|DAB2|ATG9B|LMAN2|ATOSB|EFNB3|GPHA2|EXOC8|APOBEC1|RIPK4|RNASEH2C|TRA2A|CDKN1A|NAT9|THBS1|SNX2|PTPN1|PERP|RBM15|DDIT4L|UBE2O|MMD|TNNI1|RGL1|SCIN|PM20D1|GBP7|ATP6V1C1|STAU1|FDXR|SGPL1|PPCS|GPLD1|GNL2|ZPR1|PSMF1|BRIX1|ADRB2|RNF128|JOSD2|GGTA1|MSH6|CITED2|SPEF1|SAP30BP|ITPA|TNFRSF18|GLCCI1|PDCD10|DNAJC18|OMP|VAX2|RAP2B|EMP3|DCTN3|SLC25A42|RAD9A|FA2H|FOSB|CITED4|ASAH2|ADA|WIPI1|KLC2
MILI_PSEUDOPODIA_HAPTOTAXIS_UP,1.77325230291992e-05,0.00255685257127894,0.575610261071129,-0.720532937055248,-1.25335006830136,84,HDGFL3|NIPSNAP2|TRMT11|WDR43|UBLCP1|CRYZL1|FNBP1L|TRIM44|YES1|EIF2A|ORC3|TMEM263|DDX10|ZNF131|ZRANB2|NIFK|NIPBL|BCLAF1|YAE1|XPO1|BUB1|CGAS|TAX1BP1|SETD7|FAR1|AGGF1|ZNF519|GNL2|EIF5B|SRSF11|PDCD10|ZNF277|CCNC|FAM229B|CYB5R4|DOCK11|PARP4|DTNA|PWWP3B|SLC25A46|THOC1
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION,1.80117696343697e-05,0.00255685257127894,0.575610261071129,-0.650030334277545,-1.14701689473051,336,ICE1|NR1I3|CR1|ZNF416|ZIK1|HNF4A|CLDN5|ZNF30|ZNF441|CDC16|ZNF471|ZNF599|ZNF713|ZSCAN25|ZNF432|SGK1|CSNK2A1|ZNF442|AUTS2|ZNF222|RNMT|TXNIP|POLR2K|SOCS3|EIF4A3|ZNF300|SMARCD3|RGCC|CBX2|ZNF274|NBN|YES1|PPARD|JUN|ZKSCAN8|KCNIP3|CCNE1|SUPT5H|TAF1L|ZNF772|ZNF670|ZNF439|TRIM63|UBE2S|ATP1B4|PSMD8|CDKN1A|RBM8A|PPP2R1B|THBS1|ELL2|PTPN1|ZNF461|PSMA2|ZNF610|PRKAA2|PERP|H2BC4|H2AC6|ZNF551|XPO1|REST|ZNF540|ZNF548|PCF11|ZNF689|PSMD3|TNFRSF10B|RUNX1|ZNF480|MAML2|HDAC4|ZNF792|MEAF6|KMT2E|ZNF706|ZNF197|YAP1|H2BC1|TSC1|ZNF691|ZKSCAN4|ZNF519|ZNF582|GLI3|ZNF549|PSMF1|ZNF585B|ZNF383|TAF3|WDR33|SYT10|ZNF470|ZNF19|LRPPRC|SRSF11|RHEB|CITED2|ZNF705A|FKBP5|TNFRSF18|ZNF71|TTC5|CCNC|ZNF419|CAMK2A|ZNF546|ZNF180|ZNF649|NUDT21|MAGOH|TAF7|ZNF483|RAD9A|NFYC|CITED4|THOC1|INS|SRSF6|POU2F1|PAX5
REACTOME_INFECTIOUS_DISEASE,1.91287568843166e-05,0.00259735251085742,0.575610261071129,-0.670160646587476,-1.1797406737879,202,ANO1|IGLV1-47|MYO10|FKBP1A|IGLV3-21|MRC1|FCGR2A|TRAF6|GNAZ|TUBB4A|CLTA|IGLV2-11|KEAP1|AP1S1|MGAT5|GNG2|CD247|RNMT|NOS2|TXNIP|POLR2K|RPL26L1|RPS12|PRKAR1A|RPL13A|YES1|JUN|APP|SEH1L|RPS16|SUPT5H|TAF1L|IGLV2-23|ATP1A2|DYNC1I1|MYO9B|CD163|FXYD7|GNG12|PSMD8|GNG7|NUP205|ATP1B1|PSMA2|IRF3|AHCYL1|JAK1|ARID4A|H2BC4|H2AC6|XPO1|REST|ARPC5|CSNK1A1|PRKAR2B|PSMD3|NOD1|RUNX1|H2AC1|H2BC1|CALR|PSMF1|TAF3|RPS25|IL10|NUP155|GRB2|KPNA5|PARP4|SIKE1|RPS19|TAF7|NDC1|GNAI3|CHMP4B|VPS37D|RPL18A|TUBA1A|TUBA1C|WIPF3|ADCY1
PUJANA_ATM_PCC_NETWORK,2.38759636905636e-05,0.00310685977523459,0.575610261071129,-0.652154740817829,-1.15021399924026,308,PAX2|ICE1|CR1|CTAG2|IRAG2|MYF6|FCGR2A|SEMA3D|IGLL1|IDS|RIMS1|SCYL3|OSBPL3|WDR43|BMS1|CSNK2A1|ARHGEF1|CD247|NDC80|NOS2|GPR161|BBS9|EIF4A3|RPS12|RPL13A|EIF3M|NBN|C6orf62|STX10|MTF2|CCNE1|LY9|PCGF1|GRIP2|CD72|KCNB1|PRPF18|SH2D1A|DKK3|UBE2S|JARID2|APOBEC1|SELENOF|DDX10|GPN1|RALBP1|TRA2A|TPP2|ZNF131|RBM8A|PPP2R1B|FCHSD2|COL21A1|GPX7|MX2|SNX2|CAST|RANBP9|PTPN1|RBMX|IL16|UCP2|SMG7|ENOX2|STK38|XPO1|PPP6R1|BET1|ARPC5|ITK|RAB3GAP2|PCF11|PSMD3|RUNX1|GALNT2|PABPC1|SGPL1|GPLD1|AGGF1|HSPA8|ZKSCAN4|GNL2|SCN2B|WIZ|TBCC|SIT1|EIF5B|SRSF11|FCGR2B|ORC5|MSH6|PCDHB17P|ACOT11|RPS25|ZNF780A|PDCD10|GRB2|MFAP3|SIKE1|RPS19|MAGOH|ZNF804A|FBXL4|RAD9A|MYH15|ECE2|GPR171|SLC25A46|OR2F1|SRSF6|CIITA|SLC16A6|BLMH|MC5R|PAX3
MONNIER_POSTRADIATION_TUMOR_ESCAPE_UP,3.45176757726459e-05,0.00421351875171246,0.557332238758646,-0.721466064063518,-1.2543003991977,81,MYO10|TBRG4|GON4L|FAM32A|ANKRD33B|BMS1|OASL|MRPS15|NFKBIE|XPO5|MTF2|SLC35B4|ARGLU1|CGNL1|GNG12|ATP1B1|RND1|LTBP1|OTUD7B|NIPBL|MMD|SCIN|PRKAR2B|PTGS1|GOSR2|YAP1|SMIM36|TSPAN14|ZKSCAN4|AEBP1|MAP4K4|FASTKD3|C5orf22|MAN1A1|SUMO3|SLC14A1
SHEDDEN_LUNG_CANCER_POOR_SURVIVAL_A6,3.50789265272251e-05,0.00421351875171246,0.557332238758646,-0.723500007356103,-1.25619165869215,74,TBRG4|HDGFL3|CLPB|SMC6|DSP|WDR43|GINS3|NDC80|CDKN2D|RNMT|EIF4A3|ZSCAN5A|NBN|PPARD|FBXO11|QSER1|MTF2|CCNE1|ESM1|UBE2S|UBAC1|TPRKB|PRKAA2|CCT5|BUB1|NETO2|PGM3|ELOVL6|AFP|LRPPRC|EIF5B|MSH6|MELK|DEPDC1|GNAI3|CDCA8|OR7E12P|TMEM38B|GINS2
MARSON_BOUND_BY_E2F4_UNSTIMULATED,3.95689387760141e-05,0.00457680725175897,0.557332238758646,-0.722771317445807,-1.25492645595852,74,CEP128|SMC6|RBMX2|IFT27|COMMD9|GINS3|NDC80|NBN|EIF3G|HAUS8|MYO9B|UBE2S|NOP58|PLEKHG2|KATNB1|RBMX|H2BC4|CCDC25|BUB1|CGAS|ZNF689|POLD2|HSPA8|BRIX1|ZW10|LRRC40|SRSF11|MSH6|NUF2|MELK|DROSHA|C5orf22|FAM229B|TUBE1|DEPDC1|MAGOH|NDC1|CDCA8|CRNKL1|SRSF6
REACTOME_CELLULAR_RESPONSES_TO_STIMULI,4.12526957517513e-05,0.00460114888688283,0.557332238758646,-0.679300288476341,-1.19193204911816,154,HSPA6|TUBB4A|CDC16|KEAP1|HBA1|CSNK2A1|DCTN2|CDKN2D|TXNIP|SMARCD3|RPL26L1|RPS12|AQP8|RPL13A|CBX2|NBN|JUN|NCOA1|SEH1L|E2F3|CCNE1|RPS16|MT3|DYNC1I1|UBE2S|PSMD8|NUP205|CDKN1A|MIOS|GPX7|PSMA2|ATP6V1F|H2BC4|H2AC6|XPO1|PSMD3|CRTC2|ATP6V1C1|GOSR2|H2BC1|HSPA8|CALR|PSMF1|CA9|APOA1|LRPPRC|MAP4K4|RHEB|CITED2|FKBP5|RPS25|NUP155|SERPINH1|BLVRB|WDR24|NRIP1|CAMK2A|GSTP1|DCTN3|RPS19|NDC1|NFYC|HIF3A|RPL18A|HERPUD1|WIPI1|TUBA1A|TUBA1C
